id,idade,renda,cidade,categoria,nota,feedback
1,25.0,9508.3,Belo Horizonte,A,2.6,Regular
2,53.0,2346.15,São Paulo,A,1.6,Ruim
3,52.0,7578.47,Vitória,B,7.8,Regular
4,52.0,12940.35,São Paulo,B,9.4,Regular
5,59.0,4343.05,Vitória,A,3.9,Ruim
6,50.0,2633.01,Vitória,B,5.0,Ruim
7,67.0,10292.08,Rio de Janeiro,B,9.2,Ruim
8,47.0,11543.19,São Paulo,A,6.3,Ruim
9,33.0,5706.43,Rio de Janeiro,A,9.3,Ruim
10,60.0,8907.23,São Paulo,A,8.4,Bom
11,19.0,5279.19,São Paulo,B,5.1,Regular
12,23.0,12006.08,Belo Horizonte,B,2.3,Ruim
13,69.0,2876.14,Belo Horizonte,B,4.9,Bom
14,55.0,7498.29,São Paulo,B,8.0,Ruim
15,65.0,1443.67,São Paulo,A,7.0,Ruim
16,29.0,3981.8,São Paulo,A,5.2,Ruim
17,38.0,2972.11,Belo Horizonte,A,2.1,Bom
18,11.0,32889.27,Rio de Janeiro,B,12.6,Ruim
19,39.0,1659.46,Vitória,A,3.0,Regular
20,40.0,10341.86,Vitória,B,9.0,Regular
21,19.0,5023.97,Belo Horizonte,A,5.3,Ruim
22,68.0,11262.26,Vitória,B,7.3,Ruim
23,48.0,2690.37,Vitória,A,4.5,Bom
24,32.0,5281.95,Belo Horizonte,B,5.8,Regular
25,25.0,8193.64,São Paulo,B,7.4,Regular
26,63.0,5895.41,São Paulo,B,0.7,Regular
27,54.0,5348.87,Belo Horizonte,A,8.9,Bom
28,27.0,10357.87,São Paulo,B,5.0,Ruim
29,62.0,12490.41,Vitória,B,6.5,Ruim
30,57.0,11117.61,Rio de Janeiro,A,4.2,Ruim
31,33.0,8418.29,Vitória,A,3.3,Bom
32,47.0,4864.17,Belo Horizonte,A,2.4,Bom
33,62.0,6024.73,Rio de Janeiro,A,8.5,Ruim
34,59.0,8029.02,0,A,1.4,Ruim
35,33.0,2899.82,São Paulo,A,3.1,Ruim
36,44.0,4040.64,Vitória,A,8.4,Bom
37,23.0,6507.85,São Paulo,A,1.5,Ruim
38,54.0,8781.59,Rio de Janeiro,B,7.6,Regular
39,23.0,7302.98,Rio de Janeiro,B,4.3,Bom
40,45.0,6061.54,Vitória,A,6.5,Ruim
41,57.0,7911.05,Belo Horizonte,B,0.8,Bom
42,33.0,4370.67,São Paulo,B,4.9,Bom
43,18.0,11856.88,Rio de Janeiro,B,2.0,Bom
44,50.0,4955.72,Rio de Janeiro,B,0.4,Regular
45,42.0,7170.08,São Paulo,A,5.6,Regular
46,56.0,8844.86,0,A,7.6,Ruim
47,59.0,7742.12,Belo Horizonte,B,0.2,Ruim
48,20.0,12179.34,Belo Horizonte,A,0.2,Bom
49,54.0,1305.09,Belo Horizonte,B,4.5,Ruim
50,16.0,7963.96,Belo Horizonte,B,9.9,Bom
51,38.0,3641.54,Rio de Janeiro,0,7.8,Regular
52,47.0,1524.32,Belo Horizonte,B,2.1,Bom
53,44.0,1467.6,São Paulo,B,7.6,Regular
54,28.0,8532.68,Vitória,A,0.8,Regular
55,67.0,7917.69,São Paulo,A,4.4,Ruim
56,51.0,6014.7,Rio de Janeiro,B,5.5,Ruim
57,65.0,10633.21,São Paulo,A,4.2,Bom
58,34.0,3829.53,Vitória,A,0.7,Regular
59,50.0,4634.2,São Paulo,A,9.0,Ruim
60,67.0,9627.45,Rio de Janeiro,A,2.4,Bom
61,59.0,5804.64,São Paulo,A,8.3,Bom
62,16.0,3253.0,Rio de Janeiro,B,4.6,Regular
63,67.0,2849.45,Belo Horizonte,B,5.5,Regular
64,64.0,9958.64,São Paulo,B,3.5,Bom
65,45.0,6896.52,Rio de Janeiro,A,2.9,Bom
66,36.0,9246.61,Vitória,B,4.8,Regular
67,19.0,5070.85,Belo Horizonte,A,8.9,Regular
68,68.0,7139.07,Belo Horizonte,A,3.1,Ruim
69,19.0,5732.36,Rio de Janeiro,A,2.2,Bom
70,52.0,5187.38,São Paulo,A,5.7,Bom
71,3.0,30285.53,São Paulo,B,11.9,Bom
72,24.0,9577.91,Belo Horizonte,A,9.9,Bom
73,30.0,5033.35,Rio de Janeiro,A,8.6,Regular
74,52.0,1330.19,Belo Horizonte,A,3.6,Regular
75,28.0,10604.28,Rio de Janeiro,B,1.7,Ruim
76,35.0,3693.26,Belo Horizonte,A,2.4,Ruim
77,25.0,2236.84,São Paulo,A,5.7,Bom
78,28.0,7006.8,Rio de Janeiro,B,6.6,Regular
79,66.0,6685.57,0,B,4.3,Bom
80,62.0,11770.53,São Paulo,B,7.1,Bom
81,34.0,6321.81,Belo Horizonte,A,8.8,Regular
82,69.0,4404.12,Rio de Janeiro,B,0.5,Ruim
83,32.0,0.0,Rio de Janeiro,A,8.6,Bom
84,52.0,8237.2,Belo Horizonte,A,4.5,Regular
85,56.0,3676.44,Rio de Janeiro,A,0.0,Regular
86,63.0,2627.29,Vitória,B,5.0,Bom
87,35.0,3967.34,Vitória,B,3.8,Regular
88,29.0,12295.77,Belo Horizonte,B,4.6,Ruim
89,41.0,9240.83,Rio de Janeiro,A,6.0,Regular
90,16.0,2280.57,São Paulo,B,3.6,Ruim
91,30.0,2014.58,São Paulo,B,5.7,Bom
92,62.0,7355.81,São Paulo,A,7.7,Bom
93,53.0,6587.23,São Paulo,B,2.1,Bom
94,17.0,10594.72,Vitória,B,5.6,Regular
95,56.0,6840.66,Rio de Janeiro,A,6.1,Regular
96,53.0,12002.09,São Paulo,A,2.2,Regular
97,64.0,5233.54,Rio de Janeiro,A,0.0,Regular
98,51.0,2065.01,São Paulo,B,2.4,Bom
99,48.0,3327.46,Vitória,A,3.9,Bom
100,61.0,3703.08,Belo Horizonte,B,9.3,Regular
101,35.0,8753.75,Rio de Janeiro,B,6.5,Bom
102,18.0,7508.57,Rio de Janeiro,A,3.4,Regular
103,51.0,1681.49,Vitória,B,7.9,Bom
104,17.0,11209.44,Vitória,A,4.4,Regular
105,53.0,6862.06,Rio de Janeiro,A,0.9,Ruim
106,41.0,7424.64,Belo Horizonte,B,4.5,Regular
107,21.0,10677.85,Belo Horizonte,B,1.7,Regular
108,25.0,12850.48,Rio de Janeiro,A,9.5,Ruim
109,19.0,9063.32,Belo Horizonte,B,0.6,Bom
110,17.0,12920.07,Vitória,B,6.6,Bom
111,44.0,3767.38,Belo Horizonte,B,9.2,Ruim
112,32.0,10973.23,Vitória,A,1.9,Ruim
113,47.0,1835.78,Rio de Janeiro,B,7.3,Regular
114,36.0,3023.69,Vitória,B,2.4,Regular
115,28.0,8386.78,Rio de Janeiro,A,2.3,Regular
116,55.0,5178.21,Belo Horizonte,B,8.6,Ruim
117,49.0,6547.01,Rio de Janeiro,B,8.7,Regular
118,23.0,10283.09,São Paulo,B,5.2,Ruim
119,68.0,11950.54,Vitória,B,4.7,Regular
120,27.0,9544.28,Rio de Janeiro,B,3.2,Regular
121,57.0,3991.04,São Paulo,A,6.1,Regular
122,63.0,5442.19,São Paulo,A,5.6,Bom
123,53.0,10345.44,Rio de Janeiro,B,2.2,Bom
124,52.0,4368.45,Vitória,A,8.4,Bom
125,69.0,2566.54,Vitória,A,6.6,Ruim
126,61.0,3866.44,São Paulo,B,9.3,Bom
127,33.0,4715.74,Vitória,A,2.7,Bom
128,16.0,8806.08,Vitória,A,9.4,Regular
129,53.0,3415.98,Belo Horizonte,A,9.4,Bom
130,24.0,9752.37,São Paulo,B,3.8,Regular
131,61.0,10359.6,Rio de Janeiro,A,5.3,Ruim
132,19.0,9416.69,Vitória,B,6.1,Regular
133,18.0,12519.5,Rio de Janeiro,A,7.3,Ruim
134,62.0,10917.38,Vitória,B,0.9,Ruim
135,58.0,8056.79,Rio de Janeiro,B,0.7,Bom
136,33.0,6744.4,Rio de Janeiro,B,0.1,Ruim
137,58.0,4054.22,Rio de Janeiro,A,3.1,Bom
138,45.0,3037.87,São Paulo,B,9.0,Ruim
139,43.0,3949.82,Rio de Janeiro,A,6.1,Bom
140,48.0,6267.95,Belo Horizonte,B,7.6,Regular
141,50.0,6992.49,São Paulo,A,7.5,Ruim
142,57.0,10291.54,Belo Horizonte,A,6.4,Bom
143,43.0,4029.44,Vitória,B,7.4,Regular
144,57.0,10884.62,Belo Horizonte,B,3.3,Ruim
145,50.0,7183.34,São Paulo,A,0.7,Regular
146,23.0,2008.72,São Paulo,B,0.2,Ruim
147,50.0,7337.88,Vitória,B,7.0,Bom
148,44.0,4914.09,Vitória,A,2.8,Bom
149,47.0,6436.79,São Paulo,A,6.4,Ruim
150,21.0,8013.99,Belo Horizonte,A,4.3,Ruim
151,32.0,4703.65,São Paulo,A,3.6,Ruim
152,31.0,4651.31,São Paulo,A,9.4,Bom
153,44.0,7395.8,Belo Horizonte,A,6.1,Ruim
154,48.0,10595.39,Vitória,B,6.0,Ruim
155,32.0,12820.81,Rio de Janeiro,A,1.5,Bom
156,23.0,10801.95,Rio de Janeiro,B,2.2,Bom
157,16.0,10905.35,Belo Horizonte,B,1.5,Bom
158,62.0,12420.66,Vitória,B,0.9,Ruim
159,45.0,8138.5,Belo Horizonte,B,4.3,Regular
160,52.0,11699.99,Vitória,A,5.6,Regular
161,22.0,10004.39,Belo Horizonte,A,6.3,Regular
162,56.0,1399.27,Belo Horizonte,B,2.7,Regular
163,60.0,3972.42,São Paulo,A,3.2,Ruim
164,22.0,10200.05,São Paulo,A,1.9,Bom
165,52.0,9476.13,Rio de Janeiro,B,4.6,Ruim
166,65.0,3259.43,Vitória,0,7.4,Regular
167,59.0,1883.57,Vitória,B,4.4,Regular
168,24.0,6151.34,Belo Horizonte,A,3.7,Ruim
169,59.0,11770.81,Vitória,A,5.0,Regular
170,40.0,5936.55,Belo Horizonte,A,0.7,Ruim
171,37.0,11798.33,Vitória,A,3.8,Regular
172,41.0,3853.26,São Paulo,A,4.4,Regular
173,19.0,5824.58,Rio de Janeiro,B,6.1,Regular
174,58.0,7242.47,São Paulo,A,4.5,Bom
175,19.0,8090.42,São Paulo,B,7.2,Ruim
176,18.0,10872.58,Vitória,A,6.5,Ruim
177,43.0,7935.05,Rio de Janeiro,B,0.4,Regular
178,38.0,1563.47,Vitória,A,7.8,Regular
179,19.0,3534.66,0,B,5.8,Bom
180,64.0,12834.45,São Paulo,B,8.2,Regular
181,45.0,10109.13,Belo Horizonte,A,3.2,Bom
182,60.0,7952.19,Belo Horizonte,A,8.9,Ruim
183,44.0,12289.24,Belo Horizonte,A,9.3,Ruim
184,68.0,2099.17,São Paulo,B,0.7,Ruim
185,23.0,7186.45,Vitória,B,7.9,Regular
186,54.0,10429.93,Rio de Janeiro,A,7.2,Bom
187,62.0,10959.01,Rio de Janeiro,B,2.4,Ruim
188,22.0,7079.49,São Paulo,A,8.4,Bom
189,31.0,2229.13,Vitória,A,7.1,Ruim
190,66.0,7021.71,São Paulo,B,3.2,Ruim
191,21.0,9172.48,Vitória,B,6.4,Regular
192,16.0,9812.58,Rio de Janeiro,B,5.4,Ruim
193,62.0,8490.86,Belo Horizonte,A,6.2,Regular
