id,idade,renda,cidade,categoria,nota,feedback
1,46.0,43823.49,Rio de Janeiro,B,8.3,Bom
2,67.0,41856.8,Belo Horizonte,B,8.8,Bom
3,57.0,34728.65,São Paulo,B,7.0,Bom
4,64.0,44148.91,Belo Horizonte,A,7.0,Bom
5,31.0,8653.46,Rio de Janeiro,B,7.6,Bom
6,51.0,44004.21,Rio de Janeiro,B,8.9,Bom
7,44.0,44884.16,Belo Horizonte,B,8.3,Bom
8,43.0,44676.34,São Paulo,A,9.8,Bom
9,59.0,28195.67,Rio de Janeiro,A,6.3,Bom
10,44.0,42499.87,Rio de Janeiro,B,5.7,Bom
11,57.0,31449.01,0,B,6.4,Bom
12,80.0,41776.63,Rio de Janeiro,B,5.1,Bom
13,47.0,23460.8,0,B,5.3,Bom
14,33.0,30699.99,Vitória,A,5.0,Bom
15,47.0,42295.44,Vitória,B,9.7,Bom
16,57.0,13229.43,Rio de Janeiro,B,5.5,Bom
17,69.0,2107.37,São Paulo,B,9.5,Bom
18,68.0,44195.23,Belo Horizonte,A,7.8,Bom
19,59.0,37342.43,Vitória,A,6.2,Bom
20,65.0,38344.74,Rio de Janeiro,A,7.7,Bom
21,61.0,28597.06,Belo Horizonte,A,6.0,Bom
22,61.0,32847.79,Vitória,A,6.0,Bom
23,76.0,9467.89,São Paulo,A,5.8,Bom
24,62.0,22076.43,Rio de Janeiro,B,5.1,Bom
25,53.0,36434.13,Belo Horizonte,A,7.3,Bom
26,78.0,43092.85,Vitória,A,8.1,Bom
27,74.0,27064.78,Rio de Janeiro,0,5.5,0
28,54.0,40213.36,Rio de Janeiro,B,8.3,Bom
29,70.0,14061.7,Rio de Janeiro,B,9.9,Bom
30,24.0,16994.82,Rio de Janeiro,B,7.5,Bom
31,39.0,5881.72,Rio de Janeiro,B,9.4,Bom
32,117.0,518.11,Rio de Janeiro,A,1.8,Bom
33,73.0,10346.88,Belo Horizonte,A,7.4,Bom
34,21.0,20346.91,Vitória,A,9.3,Bom
35,71.0,35034.68,Belo Horizonte,A,5.3,Bom
36,44.0,40694.18,Vitória,B,0.0,0
37,27.0,22476.11,São Paulo,B,7.9,Bom
38,32.0,32827.37,Rio de Janeiro,A,5.4,Bom
39,18.0,29107.05,Belo Horizonte,B,8.0,Bom
40,54.0,25173.94,São Paulo,B,6.0,Bom
41,39.0,30029.86,Vitória,A,9.7,Bom
42,51.0,31929.21,Belo Horizonte,B,9.1,Bom
43,41.0,15551.87,Belo Horizonte,A,9.5,Bom
44,79.0,18494.02,Vitória,A,8.9,Bom
45,51.0,10124.07,Belo Horizonte,A,9.5,Bom
46,36.0,46111.64,Vitória,A,7.7,Bom
47,50.0,0.0,Belo Horizonte,B,9.2,0
48,58.0,8668.66,Vitória,B,5.8,Bom
49,42.0,27539.73,Belo Horizonte,B,9.0,Bom
50,47.0,25152.96,Rio de Janeiro,A,8.6,Bom
51,17.0,21699.1,São Paulo,B,5.3,Bom
52,23.0,14729.56,Vitória,B,7.9,Bom
53,58.0,38944.86,Vitória,B,8.8,Bom
54,45.0,13301.16,São Paulo,B,6.4,Bom
55,64.0,30547.09,Vitória,A,8.7,Bom
56,34.0,18511.36,São Paulo,A,7.3,Bom
57,32.0,42771.39,Belo Horizonte,A,6.7,Bom
58,32.0,31799.71,São Paulo,A,6.4,0
59,72.0,14176.81,Rio de Janeiro,A,5.6,Bom
60,73.0,45962.12,Rio de Janeiro,A,7.7,Bom
61,35.0,9887.01,São Paulo,A,7.6,Bom
62,56.0,37833.68,Rio de Janeiro,A,7.4,Bom
63,24.0,4460.92,São Paulo,B,7.0,Bom
64,66.0,8920.85,Rio de Janeiro,B,10.0,Bom
65,42.0,4360.41,Vitória,B,7.9,Bom
66,60.0,22234.37,Belo Horizonte,A,7.4,Bom
67,79.0,19547.08,São Paulo,A,9.2,Bom
68,75.0,24467.46,Rio de Janeiro,B,6.3,Bom
69,79.0,0.0,Belo Horizonte,A,9.7,0
70,35.0,7458.59,Rio de Janeiro,A,8.1,Bom
71,24.0,33250.81,São Paulo,A,8.1,Bom
72,36.0,20508.36,Rio de Janeiro,B,5.4,Bom
73,66.0,14743.2,Rio de Janeiro,A,5.5,Bom
74,0.0,30226.38,Belo Horizonte,0,9.6,0
75,76.0,34610.74,São Paulo,B,7.8,Bom
76,35.0,3204.8,Vitória,B,9.2,Bom
77,40.0,23493.61,Rio de Janeiro,A,5.1,Bom
78,76.0,44196.97,Belo Horizonte,B,9.2,Bom
79,48.0,36043.58,São Paulo,A,8.5,Bom
80,61.0,21391.82,Rio de Janeiro,B,8.9,Bom
81,62.0,1843.16,Belo Horizonte,B,8.1,Bom
82,40.0,44062.21,São Paulo,B,6.2,Bom
83,45.0,28577.0,São Paulo,A,5.9,Bom
84,20.0,3891.87,Vitória,B,5.6,Bom
85,51.0,29858.41,Vitória,A,9.9,Bom
86,34.0,14482.79,0,A,8.1,Bom
87,60.0,11574.57,São Paulo,A,8.1,Bom
88,60.0,18510.2,São Paulo,A,8.3,Bom
89,48.0,37334.8,Vitória,A,8.4,Bom
90,28.0,28351.11,Vitória,A,5.7,Bom
91,66.0,25365.56,Rio de Janeiro,B,7.7,Bom
92,34.0,9806.62,Vitória,B,7.3,Bom
93,16.0,30335.16,São Paulo,A,7.2,Bom
94,75.0,31616.11,São Paulo,A,5.2,Bom
95,68.0,16356.63,Belo Horizonte,A,6.3,Bom
96,65.0,21831.74,Rio de Janeiro,B,7.1,Bom
97,77.0,35567.21,São Paulo,B,9.1,Bom
98,66.0,40382.62,São Paulo,A,5.9,Bom
99,65.0,16901.66,Rio de Janeiro,B,6.2,Bom
100,49.0,26929.1,São Paulo,A,7.3,Bom
101,47.0,46108.41,São Paulo,A,9.1,Bom
102,20.0,18921.69,Rio de Janeiro,A,9.6,Bom
103,71.0,14020.46,São Paulo,A,10.0,Bom
104,72.0,17176.92,Belo Horizonte,B,8.3,Bom
105,19.0,32856.59,Vitória,A,7.8,Bom
106,76.0,43542.73,Belo Horizonte,A,6.0,Bom
107,77.0,30299.81,Rio de Janeiro,B,6.0,Bom
108,57.0,25162.48,Belo Horizonte,B,8.4,Bom
109,24.0,15758.72,Rio de Janeiro,B,6.8,Bom
110,55.0,31611.75,Rio de Janeiro,A,9.2,Bom
111,56.0,33018.63,Rio de Janeiro,B,5.8,Bom
112,57.0,41534.43,Rio de Janeiro,B,6.2,Bom
113,47.0,11906.42,São Paulo,A,8.4,Bom
114,54.0,7661.56,Belo Horizonte,B,8.1,Bom
115,68.0,27738.24,Rio de Janeiro,B,7.0,Bom
116,61.0,21973.5,Belo Horizonte,B,6.7,Bom
117,81.0,41301.58,São Paulo,A,9.3,Bom
118,74.0,24557.48,Belo Horizonte,A,5.3,Bom
119,44.0,28094.62,Belo Horizonte,B,9.4,Bom
120,31.0,37556.91,São Paulo,B,8.1,Bom
121,72.0,8022.66,Vitória,A,8.3,Bom
122,34.0,22428.84,Belo Horizonte,A,8.5,Bom
123,80.0,29674.2,Belo Horizonte,A,7.3,Bom
124,21.0,18567.27,Rio de Janeiro,B,7.9,Bom
125,42.0,28153.43,Vitória,B,6.6,Bom
126,59.0,3394.75,Rio de Janeiro,B,8.4,Bom
127,62.0,26023.93,São Paulo,B,0.0,0
128,73.0,4250.44,São Paulo,B,7.6,Bom
129,34.0,41349.69,Vitória,B,7.6,Bom
130,34.0,30406.71,Rio de Janeiro,A,9.2,Bom
131,66.0,7066.73,São Paulo,B,6.2,Bom
132,47.0,39326.25,Belo Horizonte,B,5.3,Bom
133,76.0,27965.97,Vitória,B,8.9,Bom
134,41.0,10610.06,Vitória,A,7.6,Bom
135,41.0,35273.86,São Paulo,A,6.4,Bom
136,63.0,40764.27,Belo Horizonte,B,5.3,Bom
137,38.0,7898.06,Rio de Janeiro,B,5.1,Bom
138,17.0,13684.53,São Paulo,B,7.6,Bom
139,26.0,44427.4,Rio de Janeiro,B,5.3,Bom
140,63.0,39422.48,0,A,6.6,Bom
141,61.0,26382.58,Vitória,B,7.2,Bom
142,80.0,13390.37,Rio de Janeiro,A,6.4,Bom
143,20.0,35176.25,Belo Horizonte,A,5.7,Bom
144,21.0,32604.83,São Paulo,B,5.5,Bom
145,46.0,31107.9,São Paulo,A,8.7,Bom
