id,idade,renda,cidade,categoria,nota,feedback
1,46,43823.49,Rio de Janeiro,B,8.3,Bom
2,67,41856.8,Belo Horizonte,B,8.8,Bom
3,57,34728.65,São Paulo,B,7.0,Bom
4,64,44148.91,Belo Horizonte,A,7.0,Bom
5,31,8653.46,Rio de Janeiro,B,7.6,Bom
6,51,44004.21,Rio de Janeiro,B,8.9,Bom
7,44,44884.16,Belo Horizonte,B,8.3,Bom
8,43,44676.34,São Paulo,A,9.8,Bom
9,59,28195.67,Rio de Janeiro,A,6.3,Bom
10,44,42499.87,Rio de Janeiro,B,5.7,Bom
11,57,31449.01,,B,6.4,Bom
12,80,41776.63,Rio de Janeiro,B,5.1,Bom
13,47,23460.8,,B,5.3,Bom
14,33,30699.99,Vitória,A,5.0,Bom
15,47,42295.44,Vitória,B,9.7,Bom
16,57,13229.43,Rio de Janeiro,B,5.5,Bom
17,69,2107.37,São Paulo,B,9.5,Bom
18,68,44195.23,Belo Horizonte,A,7.8,Bom
19,59,37342.43,Vitória,A,6.2,Bom
20,65,38344.74,Rio de Janeiro,A,7.7,Bom
21,61,28597.06,Belo Horizonte,A,6.0,Bom
22,61,32847.79,Vitória,A,6.0,Bom
23,76,9467.89,São Paulo,A,5.8,Bom
24,62,22076.43,Rio de Janeiro,B,5.1,Bom
25,53,36434.13,Belo Horizonte,A,7.3,Bom
26,78,43092.85,Vitória,A,8.1,Bom
27,74,27064.78,Rio de Janeiro,,5.5,
28,54,40213.36,Rio de Janeiro,B,8.3,Bom
29,70,14061.7,Rio de Janeiro,B,9.9,Bom
30,24,16994.82,Rio de Janeiro,B,7.5,Bom
31,39,5881.72,Rio de Janeiro,B,9.4,Bom
32,117,518.11,Rio de Janeiro,A,1.8,Bom
33,73,10346.88,Belo Horizonte,A,7.4,Bom
34,21,20346.91,Vitória,A,9.3,Bom
35,71,35034.68,Belo Horizonte,A,5.3,Bom
36,44,40694.18,Vitória,B,,
37,27,22476.11,São Paulo,B,7.9,Bom
38,32,32827.37,Rio de Janeiro,A,5.4,Bom
39,18,29107.05,Belo Horizonte,B,8.0,Bom
40,54,25173.94,São Paulo,B,6.0,Bom
41,39,30029.86,Vitória,A,9.7,Bom
42,51,31929.21,Belo Horizonte,B,9.1,Bom
43,41,15551.87,Belo Horizonte,A,9.5,Bom
